Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Puerto Rico,PRI,GDP (constant LCU),NY.GDP.MKTP.KN,1485425800,1590025600,1722368400,1871371300,2003507400,2187927100,2352003000,2498373400,2627800000,2874162400,3115532200,3313849800,3551571300,3776914800,3887101700,3861658000,4102744700,4346886000,4648209800,5015735600,5228576600,5288597900,5206273300,5084343700,5385778500,5552599900,5828973200,6165246600,6528279300,6811277100,6617800000,6770300000,7079300000,7408100000,7718200000,8069300000,8256000000,8658900000,9137800000,9630300000,9945400000,10573300000,10670200000,10675900000,11609900000,11379218400,11218838100,11088384700,10883900000,10671400000,10627300000,10589200000,10592300000,10559800000,10434100000,10324600000,10194200000,9923300000,9436500000
Puerto Rico,PRI,GDP (current LCU),NY.GDP.MKTP.CN,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.04E+11,1.01E+11
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.04E+11,1.01E+11
Puerto Rico,PRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,113.9000009,117.2999982,121.6000015,124.6999994,128.3000003,131.7000004,134.7999981,141.4000005,150,155.1999984,161.5999989,170.3999982,178.1999984,185.399999,197.6999984,212.3000017,218.6000021,227.9999982,240.2000013,254.2000021,276.1000001,301.7000026,321.9999995,339.8000021,355.8000018,365.3999994,377.5845118,389.6973075,404.1769475,413.4496305,462.4485327,476.8921761,489.1787324,498.406555,514.2472338,528.5133903,549.1864704,556.5030085,591.8973932,600.6147264,620.4054136,654.5581796,671.2479616,700.9001583,691.8432803,737.4366002,777.9429886,807.3685575,860.3469345,903.2141987,925.7412513,947.6797114,958.8550173,970.1888293,981.8364785,1001.254286,1023.490808,1050.559794,1071.699253
Puerto Rico,PRI,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.4496305,462.4485327,476.8921761,489.1787324,498.406555,514.2472338,528.5133903,549.1864704,556.5030085,591.8973932,600.6147264,620.4054136,654.5581796,671.2479616,700.9001583,691.8432803,737.4366002,777.9429886,807.3685575,860.3469345,903.2141987,925.7412513,947.6797114,958.8550173,970.1888293,981.8364785,1001.254286,1023.490808,1050.559794,1071.699253
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.04173847,8.32331253,8.651047012,7.060923719,9.204842468,7.499148395,6.223223355,5.180434598,9.375234036,8.397917946,6.365448574,7.173574976,6.344895849,2.917378491,-0.654567386,6.243087814,5.950682235,6.931946225,7.906824688,4.243465305,1.147947225,-1.556643208,-2.341974633,5.928686528,3.097442645,4.977367449,5.768998904,5.888372738,4.334952397,-2.840540726,2.304391187,4.564051815,4.644527001,4.185958613,4.548988106,2.313707509,4.880087209,5.530725612,5.389699928,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.65739342,-4.905626153
Puerto Rico,PRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5831.721539,6133.845039,6507.175293,6917.088671,7261.869691,7808.228108,8294.667991,8741.996624,9138.25836,9912.749647,10611.39322,11106.2869,11670.34895,12145.55661,12242.54624,11940.20076,12477.86527,13028.47383,13750.27379,14656.39007,15097.65766,15098.82721,14705.51053,14215.01218,14908.95352,15221.41184,15826.47157,16582.42835,17396.8765,17986.62213,17320.80988,17595.03775,18279.71637,18968.30163,19579.58917,20282.03903,20519.80592,21322.11777,22372.42117,23460.46301,24161.16874,25631.62935,25833.2027,25830.83019,28084.93857,27566.64216,27293.44847,27134.51941,26790.83808,26411.42332,26435.74879,26647.38627,26979.67102,27206.88275,27325.6608,27519.29543,27703.5236,27628.28691,27340.65417
Puerto Rico,PRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,629.9515691,662.5874164,702.9151271,747.1946034,784.4383818,843.456862,896.0028495,944.3239794,987.1287843,1070.79053,1146.259088,1199.718267,1260.649121,1311.981787,1322.458756,1289.798931,1347.878282,1407.355869,1485.325816,1583.205896,1630.872302,1630.998639,1588.511963,1535.527574,1610.48819,1644.24042,1709.599907,1791.259526,1879.237473,1942.942707,1871.020639,1900.643158,1974.603199,2048.985243,2115.017468,2190.897186,2216.581133,2303.248099,2416.703495,2534.235454,2609.92677,2768.768196,2790.542461,2790.28618,3033.778448,2977.791269,2948.280465,2931.112703,2893.987715,2853.002746,2855.63042,2878.491828,2914.38574,2938.929502,2951.760091,2972.676803,2992.577415,2984.45023,2953.379697
Puerto Rico,PRI,GDP per capita (current LCU),NY.GDP.PCAP.CN,717.5148431,777.2150274,854.744805,931.751666,1006.434446,1110.832691,1207.811824,1335.274112,1480.693176,1661.866885,1852.354673,2044.319906,2246.476714,2432.414219,2614.500941,2738.243153,2946.461953,3208.771356,3567.752629,4024.50942,4502.838428,4920.722937,5115.008514,5217.722729,5730.117009,6008.054486,6455.184461,6980.490143,7595.444656,8033.089441,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40499,15220.99134,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29764.05389,30628.75478,31353.43418,31651.34815
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,717.5148431,777.2150274,854.744805,931.751666,1006.434446,1110.832691,1207.811824,1335.274112,1480.693176,1661.866885,1852.354673,2044.319906,2246.476714,2432.414219,2614.500941,2738.243153,2946.461953,3208.771356,3567.752629,4024.50942,4502.838428,4920.722937,5115.008514,5217.722729,5730.117009,6008.054486,6455.184461,6980.490143,7595.444656,8033.089441,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40499,15220.99134,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29764.05389,30628.75478,31353.43418,31651.34815
Puerto Rico,PRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.180691477,6.086398519,6.299405803,4.984481718,7.52366044,6.229836985,5.392966099,4.532851624,8.475261449,7.04792916,4.663795475,5.078763543,4.071923339,0.798560594,-2.469629013,4.502977118,4.412682374,5.540172763,6.58980534,3.010752187,0.007746616,-2.604948583,-3.335473117,4.881749917,2.095776345,3.975056525,4.776533924,4.911513149,3.389951211,-3.701708113,1.583227814,3.891316524,3.766936257,3.222679373,3.58766391,1.172302687,3.9099388,4.925886874,4.863317331,2.98675151,6.086049154,0.78642427,-0.009183943,8.726426357,-1.845460369,-0.991029991,-0.582297438,-1.266583453,-1.416210879,0.092102072,0.80057306,1.24696939,0.842159018,0.436573539,0.708618282,0.669450912,-0.271578083,-1.041080619
Puerto Rico,PRI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22227.18449,22579.09146,23457.71537,24341.35256,25125.79631,26027.22543,26332.3433,27361.9218,28709.73912,30105.98484,31005.17579,32892.16603,33150.83801,33147.79345,36040.41124,35375.29973,35024.7199,34820.77186,34379.73772,33892.84814,33924.06415,34195.65107,34622.06037,34913.63318,35066.05686,35314.54135,35550.95487,35454.40627,35085.29731
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14423.78702,15147.64829,16095.72512,17097.75899,18025.63291,19063.85934,19640.50272,20760.35557,22028.15918,23432.96923,24672.33756,26748.01329,27384.78362,27890.78341,31141.05605,31518.4847,32150.48833,32821.89961,33036.52581,32816.94611,33229.92303,34195.65107,35286.05921,36207.67954,37053.7532,37715.36186,38383.03576,39006.3906,39470.85608
Puerto Rico,PRI,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80936.96875,84284.05469,84095.86719,84911.01563,87782.57031,86698.78125,88288.85156,91787.95313,94306.8125,97528.96875,104075.5469,104761.4844,104414.4609,111958.9453,109977.7344,107286.4141,107390.8203,108102.6797,111700.6094,114047.0156,114435.3594,114140.8359,114790.8125,114177.7813,111759.0547,108401.2891,103859.8203,99961.40625
Puerto Rico,PRI,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78617551538,80429207467,84100038170,88006087151,91689985536,95860952072,98078894118,1.03E+11,1.09E+11,1.14E+11,1.18E+11,1.26E+11,1.27E+11,1.27E+11,1.38E+11,1.35E+11,1.33E+11,1.32E+11,1.29E+11,1.27E+11,1.26E+11,1.26E+11,1.26E+11,1.25E+11,1.24E+11,1.23E+11,1.21E+11,1.18E+11,1.12E+11
Puerto Rico,PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51016934699,53957589455,57706007414,61816896325,65779806577,70214157516,73154096651,78047103552,83290694685,89047181140,94016532876,1.02E+11,1.05E+11,1.07E+11,1.19E+11,1.20E+11,1.22E+11,1.24E+11,1.24E+11,1.23E+11,1.24E+11,1.26E+11,1.28E+11,1.30E+11,1.31E+11,1.31E+11,1.31E+11,1.30E+11,1.26E+11
Puerto Rico,PRI,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.04E+11,1.01E+11
Puerto Rico,PRI,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.88492228,,,13.41275283,13.84944563,13.60402568,13.5309888,14.35162907,15.17111906,15.06490013,15.92944962,16.1826167,16.44045569,17.58397121,17.25093691,19.68578852,17.98385478,17.44442987,16.72548142,16.12,15.80482263,15.6997186,14.43313728,14.85651112,15.06893637,15.1075449,14.69878642,14.30961716,13.94045282,14.1272389,14.47886462,14.37326337,13.87565791,13.77860671,13.4978961,13.94225585,14.32120295,14.34586591,13.12511093,12.97539807,11.71667601,11.15762249,11.66672112,11.67151605,11.33040828,11.99487865,11.83553616,11.74253892,11.23257009,11.51800684,11.02028536,10.46977779,10.62828854,10.33616398,10.76920674,8.803149682,8.24609174,8.633268809,7.881666237
Puerto Rico,PRI,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,,,,,,10.73375262,7.042786823,10.64732932,14.48209719,13.54370288,22.82341367,18.14177012,-2.338983051,10.41305102,-2.247720843,10.38752211,-0.961398398,6.280335343,3.238306117,6.367292225,3.994959042,9.634028114,-4.410301757,4.266882516,7.33059776,5.827650341,5.116188244,6.102545049,7.222270857,8.662638798,3.245923811,-0.545811804,0.146348602,1.059476838,0.289205408,6.971379136,5.014152851,5.191888076,1.854676347,4.360587002,-4.442403719,2.642801369,5.512317865,2.484609839,0.568212566,4.094511408,-0.418011464,-0.835857031,-4.69056234,2.51551601,-3.359228503,-2.162102229,1.25793291,-2.137660884,7.353613907,-10.47725578,-3.831736776,2.876941162,-2.856627376
Puerto Rico,PRI,General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,,,,,1433525419,1587396491,1699193442,1880112163,2152391834,2443905389,3001688025,3546247367,3463301242,3823936567,3737985148,4126269182,4086599296,4343251436,4483899213,4769402179,4959937842,5437779649,5197957157,5419747882,5817047799,6156045005,6470999856,6865895537,7361769110,7999492577,8259150011,8214070595,8226091773,8313245310,8337287665,8918511598,9365699401,9851956032,10034677930,10472248791,10007029222,10271495127,10837692588,11106966964,11170078146,11627438270,11578834245,11482051745,10943478950,11218763915,10841900000,10607487038,10740922109,10511317618,11284279333,10101996524,9714914608,9994406985,9708904019
Puerto Rico,PRI,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,188300000,,,,238500000,264100000,282700000,312800000,358100000,406600000,499400000,590000000,576200000,636200000,621900000,686500000,679900000,722600000,746000000,793500000,825200000,904700000,864800000,901700000,967800000,1024200000,1076600000,1142300000,1224800000,1330900000,1374100000,1366600000,1368600000,1383100000,1387100000,1483800000,1558200000,1639100000,1669500000,1742300000,1664900000,1708900000,1803100000,1847900000,1858400000,1934492400,1926406000,1910304000,1820700000,1866500000,1803800000,1764800000,1787000000,1748800000,1877400000,1680700000,1616300000,1662800000,1615300000
Puerto Rico,PRI,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,218000000,,,313000000,356000000,392000000,429000000,507000000,598000000,672000000,802000000,913800000,1040500000,1231300000,1325700000,1613900000,1612900000,1728900000,1867400000,2055300000,2281600000,2505000000,2419600000,2566700000,2887600000,3065200000,3235100000,3438000000,3678300000,3978400000,4431100000,4640700000,4805200000,5087400000,5357400000,5946000000,6493353000,6912848000,7098900000,7505100000,7229400000,7722012000,8356114000,8733492000,9100846000,10065445000,10329602000,10512406000,10518100000,11101700000,10841900000,10506600000,10794600000,10589400000,11032600000,9100300000,8603700000,9000200000,7970800000
Puerto Rico,PRI,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,218000000,,,313000000,356000000,392000000,429000000,507000000,598000000,672000000,802000000,913800000,1040500000,1231300000,1325700000,1613900000,1612900000,1728900000,1867400000,2055300000,2281600000,2505000000,2419600000,2566700000,2887600000,3065200000,3235100000,3438000000,3678300000,3978400000,4431100000,4640700000,4805200000,5087400000,5357400000,5946000000,6493353000,6912848000,7098900000,7505100000,7229400000,7722012000,8356114000,8733492000,9100846000,10065445000,10329602000,10512406000,10518100000,11101700000,10841900000,10506600000,10794600000,10589400000,11032600000,9100300000,8603700000,9000200000,7970800000
Puerto Rico,PRI,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GNI (constant 2010 US$),NY.GNP.MKTP.KD,,,,,24805452016,26826279095,28612158215,29838049547,31261618311,34158924012,36798203048,39272417016,41057012103,42984943199,43899150373,43424765312,39453829833,45897467107,47804868118,50518980442,51557141388,52049940302,50287364932,48614840596,50023351315,51329170419,52385627687,54350271460,56341230093,59449532840,54895381097,56533682488,56390823102,58618998738,59816073558,66140800220,62614444739,66038623556,64408744227,69919904712,73336366027,69830097332,68101559047,67038528328,76005896371,74278033110,74191333609,75355024639,71535888422,67068953551,64294600000,63414829681,66992920478,67118882109,66012068343,64671402457,64559475042,61441204215,57448998058
Puerto Rico,PRI,GNI (constant LCU),NY.GNP.MKTP.KN,,,,,1936677232,2094452619,2233884524,2329595573,2440740221,2666946378,2873007191,3066180606,3205512260,3356034825,3427411239,3390373787,3080344350,3583429139,3732348824,3944252221,4025306284,4063781392,3926168919,3795587150,3905556146,4007507528,4089990070,4243378965,4398822383,4641502063,4285938214,4413848038,4402694341,4576658396,4670119605,5163920489,4888601484,5155943081,5028690806,5458972787,5725711843,5451961107,5317006068,5234010306,5934134517,5799232180,5792463146,5883317928,5585140166,5236385745,5019779034,4951091266,5230449488,5240283900,5153869791,5049197758,5040459063,4797001129,4485310990
Puerto Rico,PRI,GNI (current LCU),NY.GNP.MKTP.CN,1676400000,1833900000,2047400000,2271100000,2487900000,2763900000,3019400000,3307000000,3683500000,4166900000,4687500000,5248400000,5767900000,6303000000,6811600000,7174600000,7549800000,8181700000,8996700000,10037000000,11064600000,12211700000,12693500000,13048500000,14183000000,15002200000,16054300000,17300500000,18681500000,20051400000,21619119000,22808954000,23696441000,25132937000,26640911000,28452346000,30356951000,32342706000,35110700000,38281200000,41418600000,44046600000,45071300000,47479400000,51826517000,54861880300,57854319400,60642710600,62703100000,63617900000,64294600000,65720700000,68085700000,68944900000,68797500000,69602000000,69985200000,69999700000,68048700000
Puerto Rico,PRI,GNI (current US$),NY.GNP.MKTP.CD,1676400000,1833900000,2047400000,2271100000,2487900000,2763900000,3019400000,3307000000,3683500000,4166900000,4687500000,5248400000,5767900000,6303000000,6811600000,7174600000,7549800000,8181700000,8996700000,10037000000,11064600000,12211700000,12693500000,13048500000,14183000000,15002200000,16054300000,17300500000,18681500000,20051400000,21619119000,22808954000,23696441000,25132937000,26640911000,28452346000,30356951000,32342706000,35110700000,38281200000,41418600000,44046600000,45071300000,47479400000,51826517000,54861880300,57854319400,60642710600,62703100000,63617900000,64294600000,65720700000,68085700000,68944900000,68797500000,69602000000,69985200000,69999700000,68048700000
Puerto Rico,PRI,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,,,,,,8.146705317,6.657200255,4.284511929,4.770984651,9.267932557,7.726470057,6.723735845,4.544143758,4.695741356,2.126807913,-1.080624697,-9.144402856,16.33209577,4.155787085,5.677481042,2.05499188,0.955830561,-3.386315834,-3.325933538,2.897285482,2.610419074,2.05820055,3.750348825,3.663199061,5.516923826,-7.660534113,2.984406626,-0.252697824,3.951308943,2.042127715,10.57362392,-5.331588775,5.468672334,-2.468069807,8.55654081,4.886249959,-4.781077773,-2.475348526,-1.560949168,13.37643929,-2.273327918,-0.116722935,1.568499949,-5.068190523,-6.244327105,-4.136569015,-1.368342472,5.642356551,0.188022302,-1.649034864,-2.030940583,-0.173070957,-4.830074634,-6.497604023
Puerto Rico,PRI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,,,,,9712.142136,10341.66503,10899.89056,11278.05223,11743.37593,12726.16061,13538.70605,14217.85504,14573.4048,14931.62159,14935.24489,14503.92963,12961.801,14859.84903,15275.94661,15946.20492,16081.45396,16052.15284,15343.42824,14682.21518,14958.28626,15199.6359,15364.36369,15791.00526,16218.44686,16958.20542,15520.32262,15870.8413,15728.88558,16213.26162,16391.39183,17957.90132,16810.80388,17566.12666,17034.38872,18399.58272,19245.33402,18285.99894,17810.37771,17521.39671,19861.07118,19437.58092,19497.28284,19919.409,19021.12131,17930.90959,17276.41222,17238.23037,18432.56065,18680.05671,18674.51806,18620.30276,18951.87724,18478.5521,17980.04604
Puerto Rico,PRI,GNI per capita (constant LCU),NY.GNP.PCAP.KN,,,,,758.2721951,807.4219812,851.0052493,880.530093,916.8600832,993.590663,1057.029872,1110.054198,1137.813624,1165.781279,1166.064167,1132.389374,1011.988206,1160.177661,1192.664338,1244.994527,1255.55405,1253.266375,1197.932943,1146.308958,1167.863114,1186.706405,1199.567471,1232.877367,1266.249724,1324.006122,1211.743911,1239.110538,1228.027394,1265.844888,1279.752344,1402.05704,1312.497797,1371.469367,1329.954108,1436.541165,1502.57291,1427.67315,1390.539184,1367.97709,1550.64638,1517.582522,1522.243728,1555.201085,1485.067579,1399.94967,1348.85001,1345.868975,1439.115905,1458.439076,1458.006648,1453.773807,1479.661371,1442.706672,1403.785982
Puerto Rico,PRI,GNI per capita (current LCU),NY.GNP.PCAP.CN,710.9414758,764.2135214,835.5636525,906.796884,974.0938566,1065.497301,1150.24981,1249.965037,1383.700768,1552.409515,1724.613687,1900.086526,2047.34678,2189.464587,2317.423304,2396.325985,2480.342355,2648.922359,2874.876854,3168.156945,3451.216469,3766.076843,3872.976973,3940.790145,4241.08678,4442.463725,4708.621714,5026.511905,5377.676604,5719.738137,6112.275657,6403.214387,6609.561427,6951.447339,7300.405811,7725.101905,8150.271904,8603.087702,9285.840288,10073.78527,10869.29766,11534.22538,11787.34948,12409.36255,13542.76698,14356.62999,15203.95946,16030.34384,16672.51638,17008.26915,17276.41222,17865.04154,18733.2301,19188.2612,19462.50418,20039.92899,20544.63606,21052.53502,21297.47777
Puerto Rico,PRI,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,,,,,,6.481813054,5.397830267,3.469407944,4.12592261,8.368842879,6.38484349,5.016350803,2.500727107,2.458017202,0.024265938,-2.887902168,-10.63248834,14.64339738,2.80014674,4.387671176,0.848158177,-0.182204394,-4.415137358,-4.309421973,1.880309449,1.613484562,1.083761471,2.776825497,2.706867527,4.561217076,-8.47897976,2.258449693,-0.894443521,3.079531802,1.098669839,9.556903413,-6.387703186,4.49307947,-3.027064253,8.014341013,4.596578662,-4.984767066,-2.601013152,-1.6225428,13.35324186,-2.132262946,0.307146828,2.165051227,-4.509610129,-5.731584907,-3.650106908,-0.221005694,6.928380999,1.34271122,-0.029650065,-0.290316979,1.780714734,-2.497510554,-2.697754966
Puerto Rico,PRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,820,900,960,1060,1160,1240,1370,1560,1750,1910,2100,2380,2590,2660,2650,2740,2980,3390,3720,3890,3770,3670,3970,4280,4750,5350,5860,6050,5950,6300,6760,7100,7370,7820,8130,8510,8690,9590,10550,10950,11250,12170,14260,14750,15030,15860,16360,16580,16920,17670,18680,19170,19280,19420,19710,20200,21100
Puerto Rico,PRI,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20163.05746,20618.42997,20434.00976,21063.28159,21294.69751,23329.81118,21839.57209,22820.84142,22130.03989,23903.61675,25002.3653,23756.05563,23138.15749,22762.73099,25802.29351,25252.12076,25329.68185,25878.08244,24711.08181,23294.74518,22444.46207,22394.85854,23946.45966,24267.99146,24260.79598,24190.36277,24621.12413,24006.20895,23358.58026
Puerto Rico,PRI,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,10700,11010,11640,12100,12720,13150,13930,14300,15510,16560,17020,17230,17700,20090,20610,21310,22230,22120,21660,21720,22390,23650,24370,24880,25390,25750,26190,26560
Puerto Rico,PRI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,2014297246,2242600579,2459473205,2754081751,3037962270,3280464282,3636274951,4192115717,4745683711,5281085565,5918292190,6854354498,7623267078,7964976628,8059054953,8466474016,9322925014,10754020300,11933774223,12599535878,12364841834,12144372334,13272156573,14452535839,16194887064,18410135889,20348081793,21215213386,21029496481,22433562527,24228112867,25654196901,26897017347,28820089595,30289089135,31973962043,32852059828,36457505440,40191416201,41824360367,43000194334,46570771995,54580406957,56348853381,57180718713,60006677117,61529115692,62025470735,62977342849,65001694660,67902788184,68861354215,68166124320,67441254457,67145380097,67164831109,67412091452
Puerto Rico,PRI,"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71316734236,73445115578,73259521369,76154231389,77709398054,85926097555,81344871383,85793355859,83675915947,90835679843,95274138212,90719007567,88473395950,87092371213,98742229375,96497494708,96384860000,97896656480,92935067414,87131897809,83527626722,82384682730,87033120273,87196761949,85758856944,84017145515,83871736238,79820668781,74634237795
Puerto Rico,PRI,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36039213876,38117972998,39486284173,42078461976,44152334509,46843670094,48978703799,52384512033,54068945130,58934543847,63110527870,65008338840,65892772808,67711280859,76894233182,78743928424,81097374981,84108128241,83198037783,81018565090,80818766544,82384682730,85972407212,87550251997,87959882649,88195802406,87703351106,87085696076,84860222431
Puerto Rico,PRI,Goods and services expense (% of expense),GC.XPN.GSRV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Goods and services expense (current LCU),GC.XPN.GSRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,7.250520229,7.214580059,6.479929924,7.286900043,6.229740143,7.140490055,6.387569904,6.681029797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.481080055,6.072659969,,,,
Puerto Rico,PRI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.32814026,18.54029083,,,,
Puerto Rico,PRI,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60726929,20.17815018,,,,
Puerto Rico,PRI,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.02040863,33.27516174,,,,
